No;Dummy_1;Income;Cost;Labour;land_prep;Other_costs;Throughput;Fertilizer_total;Fertilizer_ha;Input;Education;Age;Access_to_credit;Distance_to_capital;Erosion_awareness;Distance_to_market;Association;Number_of_extension_contacts;Number_of_network_members;Land_holding;Farm_size;Machinery;Dummy_2;Soil_quality;Headcount_index;Poverty_gap;Poverty_severity;Eastern;Western;Southern;Central
155;0;1500;1300.030029;220;200;400.0299988;0.446120441;400;400;1.5;6;61;0;8;1;3;0;1;1;23;1;0;0;0;1;0.924928486;0.855492711;0;0;1;0
156;0;1000;680.0300293;220;300;400.0599976;0.058644477;200;400;2;0;44;1;8;0;5;1;2;10;12;0.5;0;0;0;1;0.949952424;0.902409613;0;0;1;0
157;0;1690;1295.030029;200;100;1920.060059;-0.818606615;960;1920;2.599999905;7;45;0;8;0;8;0;2;9;6;0.5;0;0;0;1;0.924817324;0.855287075;0;0;1;0
158;0;1235;1017.530029;170;500;880.0599976;-0.914095879;440;880;1.899999976;5;37;0;8;0;3;1;1;10;7;0.5;0;0;0;1;0.901105821;0.811991692;0;0;1;0
159;0;3770;3590.02002;185;250;890.0100098;0.321723819;1560;780;1.450000048;6;42;0;1;0;17;0;4;7;8;2;0;0;0;1;0.776624978;0.603146374;0;0;0;1
160;0;3510;2930.030029;220;200;660.0200195;0.411255181;1320;660;1.350000024;6;51;0;1;0;17;0;2;10;9;2;0;0;0;1;0.844022572;0.712374091;0;0;0;1
161;0;1100;965.0300293;200;200;900.0599976;-0.912013054;450;900;2.200000048;7;48;0;1;0;17;0;2;12;10.5;0.5;0;0;0;1;0.944135129;0.891391158;0;0;0;1
162;1;2000;1247.51001;170;150;1640.02002;-0.240511134;700;1400;4;13;46;1;1;1;0;1;1;6;6.75;0.5;1;1;0;1;0.919923782;0.846259773;0;0;1;0
163;1;3000;1188.76001;130;100;700.0100098;1.929169893;400;533.333313;4;6;33;1;7;1;6;0;2;10;8;0.75;1;1;0;1;0.866685987;0.751144588;0;0;0;1
164;0;3705;1880.030029;125;100;300.019989;0.809822142;600;300;1.429999948;7;43;0;1;0;17;0;2;9;5.5;2;0;0;0;1;0.868285775;0.753920197;0;0;0;1
165;0;3500;2625.030029;120;150;200.0099945;0.368248492;600;200;1.169999957;5;37;0;1;0;17;0;3;9;4.75;3;0;0;0;1;0.585245371;0.342512131;0;0;0;1
166;0;5720;4498.02002;200;200;412.5100098;0.274870396;1200;300;1.100000024;7;34;0;1;0;17;0;3;10;13.5;4;0;0;0;1;0.709502518;0.503393829;0;0;0;1
167;0;3200;2630.030029;140;200;525.0200195;0.41348958;1050;525;1.600000024;3;56;0;8;0;17;0;3;9;15.5;2;0;0;0;1;0.772477388;0.596721292;0;0;0;1
168;0;4221;2682.030029;150;200;400.0100098;0.518739879;1000;400;1.25999999;2;50;0;1;0;17;1;3;8;8.25;2.5;0;0;0;1;0.812427223;0.660037994;0;0;0;1
169;1;9165;2985.02002;145;150;797.5100098;1.338766575;1375;687.5;3.529999971;8;55;1;1;1;3;1;6;10;2.75;2;1;1;1;1;0.456967711;0.208819494;0;0;0;1
170;1;20865;14700.00977;160;100;1320;0.174557701;9000;1200;2.140000105;12;43;1;4;1;0;1;9;2;4.75;7.5;1;1;0;1;0.258240908;0.066688366;0;0;0;1
171;1;2340;672.5200195;170;100;700.039978;3.984892368;300;600;3.599999905;4;35;1;1;1;3;1;1;6;12.75;0.5;1;1;0;1;0.861353517;0.741929889;0;0;0;1
172;1;2015;625.0200195;130;100;640.039978;3.375763655;300;600;3.099999905;3;31;1;1;1;11;0;2;7;12;0.5;1;1;0;1;0.820914924;0.67390132;0;0;0;1
173;1;3575;951.0100098;100;150;366.0100098;3.027297258;200;200;2.75;8;51;1;1;1;14;1;3;10;5;1;0;0;0;1;0.788178921;0.621226013;0;0;0;1
174;1;27430;14532.00977;120;120;1253.75;0.222728133;9000;1125;2.640000105;6;43;1;1;1;9;1;9;2;10;8;1;1;0;0;0;0;0;0;0;1
175;0;1900;1720.030029;150;100;900.0300293;0.290675133;900;900;1.899999976;5;48;0;5;0;17;0;2;10;12.75;1;0;0;0;1;0.887423813;0.787521005;0;0;0;1
176;0;7370;2815.52002;140;100;216.5800018;0.697212994;408;116.5714264;1.570000052;3;38;0;1;0;17;0;5;6;12;3.5;0;0;0;1;0.475987107;0.226563722;0;0;0;1
177;1;6370;2610.02002;130;375;250.0099945;1.023936629;300;150;2.450000048;5;41;1;1;1;11;1;2;8;5;2;0;1;0;1;0.622573316;0.387597531;0;0;0;1
178;1;23075;9230.009766;125;100;637.3300171;0.319600075;3750;500;2.369999886;11;41;1;1;1;7;0;8;3;0;7.5;1;1;0;0;0;0;0;0;0;1
179;1;2340;1095.02002;120;900;800.039978;0.803565264;300;600;3.599999905;9;38;1;1;1;7;1;2;10;2;0.5;1;1;0;1;0.833624125;0.694929183;0;0;0;1
180;1;1560;1150.02002;120;210;1500.040039;-0.782664716;700;1400;2.400000095;8;30;1;8;1;2;1;9;3;15;0.5;0;1;0;1;0.920773387;0.84782362;0;0;0;1
181;1;3575;1215.02002;145;50;450.019989;2.201593399;300;300;2.75;9;70;1;7;1;1;1;2;15;20;1;1;1;0;1;0.858785927;0.737513244;0;0;0;1
182;1;24700;6080.009766;160;50;265;0.498765647;1000;125;2.380000114;12;54;1;1;1;4;0;9;12;12;8;1;1;0;0;0;0;0;0;0;1
183;1;2100;715.0300293;170;100;800.0599976;2.796917439;400;800;4.199999809;7;47;0;8;1;12;0;1;5;8;0.5;0;1;0;1;0.906680226;0.822069049;0;0;0;1
184;1;2600;712.5200195;130;100;800.039978;4.098018169;300;600;4;6;41;1;8;1;4;1;3;6;17;0.5;1;1;0;1;0.907568991;0.823681474;0;0;0;1
185;0;3300;1960.01001;100;120;475.0100098;0.659432828;600;300;1.379999995;4;39;0;1;0;17;0;1;5;2;2;0;0;0;1;0.853354573;0.728214025;0;0;0;1
186;1;3965;1490.02002;120;100;800.0200195;1.85566628;600;600;3.049999952;3;43;1;8;1;0;1;5;5;4;1;1;1;0;1;0.901984811;0.813576579;1;0;0;0
187;1;3575;1365.02002;140;100;720.0200195;1.842449188;480;480;2.75;9;65;1;8;1;0;1;2;6;4;1;0;1;0;1;0.848501086;0.719954073;1;0;0;0
188;1;1100;1020.02002;160;100;1400.040039;-1.17652595;580;1160;2.200000048;7;51;1;8;1;2;0;1;13;8;0.5;1;1;0;1;0.967412114;0.935886204;0;0;0;1
189;1;5525;2957.51001;150;100;1346.670044;0.874233186;1800;1200;2.829999924;5;50;1;8;1;3;1;6;5;2;1.5;1;1;0;1;0.683984876;0.467835307;0;0;1;0
190;0;2100;1840.02002;150;150;250.0099945;0.407601535;400;200;0.879999995;8;58;0;1;0;5;0;5;8;1;2;0;0;0;1;0.879885674;0.774198771;0;0;1;0
191;1;2250;1490.01001;150;120;770.0100098;0.711397886;600;600;2.25;7;52;1;8;1;12;1;3;3;5;1;1;1;0;1;0.885730922;0.784519255;0;0;0;1
192;0;2280;2080.02002;145;250;350.0100098;0.37499398;600;300;0.949999988;3;52;0;8;0;8;0;2;4;8;2;0;0;0;1;0.898681283;0.807628036;0;0;0;1
193;0;2160;2020.02002;160;120;450.0100098;0.363855302;800;400;0.899999976;4;41;0;8;0;8;0;3;12;3.5;2;0;0;0;1;0.890301585;0.792636931;0;0;0;1
194;0;1500;1160.02002;170;250;450.019989;0.586179495;350;350;1.25;6;58;0;1;0;17;1;2;4;4;1;0;0;0;1;0.933342993;0.871129155;0;0;0;1
195;0;2100;1900.02002;130;50;450.0100098;0.384203851;800;400;0.879999995;4;49;0;1;0;6;0;3;3;8;2;0;0;0;1;0.893348813;0.7980721;0;0;0;1
196;0;1980;1880.02002;140;220;250.0099945;0.359036058;400;200;0.829999983;0;50;1;1;0;18;1;3;10;8;2;0;0;0;1;0.882683694;0.779130518;0;0;0;1
197;1;1600;642.5300293;120;100;680.0599976;1.929684162;340;680;3.200000048;12;45;1;1;1;12;1;1;12;3;0.5;0;0;0;1;0.886238813;0.785419226;0;0;0;1
198;1;5525;2010.02002;200;250;300.0100098;1.212672114;400;200;2.130000114;4;47;1;7;1;9;1;2;13;1;2;1;1;0;1;0.508960128;0.259040415;0;0;0;1
199;1;8775;3060.01001;140;166.6699982;408.3399963;0.880170345;900;300;2.25;7;42;1;7;1;5;1;3;14;2;3;0;1;0;1;0.376090497;0.141444057;0;0;0;1
200;1;3575;1060.030029;175;250;270.0299988;2.693291664;150.0099945;150.0099945;2.75;8;45;1;6;1;7;0;3;8;3;1;1;1;0;1;0.745814681;0.556239545;0;0;0;1
201;1;6110;2780.02002;145;100;650.0100098;0.906466544;1000;500;2.349999905;7;42;1;8;1;5;1;3;5;2;2;1;1;0;1;0.689695776;0.475680262;0;0;0;1
202;1;5590;1470.030029;160;100;175.0200043;1.76696384;350;175;2.150000095;9;52;1;8;1;1;1;4;1;4;2;0;1;0;1;0.680266976;0.46276316;0;0;1;0
203;1;2730;1070.030029;170;100;350.0299988;1.850387335;200.0099945;200.0099945;2.099999905;7;48;0;4;1;0;1;2;4;3;1;1;1;0;1;0.80100292;0.641605675;0;1;0;0
204;1;1000;735.0200195;130;100;700.039978;-0.435471058;300;600;2;6;45;1;8;1;5;1;1;1;2;0.5;1;1;0;1;0.940749288;0.885009229;0;0;0;1
205;1;3640;1362.52002;140;100;550.0200195;1.899039984;400;400;2.799999952;8;40;1;8;1;0;1;2;15;3;1;1;1;1;1;0.815137923;0.664449811;0;0;0;1
206;1;25025;11945.00977;155;175;305.5;0.202264383;2000;200;1.929999948;10;55;1;1;1;3;0;5;3;2;10;1;1;0;0;0;0;0;0;0;1
207;1;6700;2755.01001;150;250;447.5100098;1.025856614;600;300;2.5;7;45;1;6;1;7;1;7;4;0.5;2;0;1;0;1;0.735346973;0.540735185;0;0;0;1
208;1;27300;13425.00977;140;200;672.5;0.195511967;6000;600;2.099999905;8;49;1;7;1;2;0;6;1;10;10;1;1;1;0;0;0;0;1;0;0
209;1;3600;2270.02002;130;500;1050.02002;0.718046546;900;900;3;4;42;1;1;1;0;1;1;14;8;1;1;1;0;1;0.693850696;0.481428802;0;1;0;0
210;1;5655;1945.02002;120;100;706.6799927;1.600093126;900;600;2.900000095;3;54;1;8;0;0;1;7;10;1;1.5;1;1;1;1;0.5877918;0.345499188;0;1;0;0
211;1;12060;4275.009766;120;83.33000183;626.6699829;0.853799224;1500;500;3;7;39;1;1;1;9;1;6;9;3;3;1;0;1;1;0.523624718;0.274182856;0;0;0;1
212;1;2600;1070.02002;120;500;940.039978;1.383077025;420;840;4;5;44;1;1;1;16;0;2;15;3;0.5;1;0;0;1;0.907568991;0.823681474;0;0;0;1
213;1;1900;895.0100098;140;150;1120.02002;0.960838377;400;800;3.799999952;8;45;1;8;1;9;1;1;14;2;0.5;0;1;0;1;0.915567815;0.838264406;0;0;0;1
214;1;10075;2665;150;93.33000183;270;1.189702272;400;133.3333282;2.579999924;6;38;1;8;1;2;0;6;12;1.5;3;1;1;1;1;0.265606105;0.070546605;0;1;0;0
215;1;4225;2086.02002;145;100;1416.02002;1.178790212;1320;1320;3.25;10;40;0;1;0;1;1;1;15;2;1;0;0;0;1;0.812249422;0.65974915;0;0;0;1
216;1;4680;2160.02002;130;250;1380.02002;1.31942296;1280;1280;3.599999905;6;38;1;1;1;14;1;3;15;2;1;1;0;0;1;0.584060311;0.341126442;0;0;0;1
217;1;7800;4637.52002;145;250;1120.01001;0.539080381;2500;1000;2.400000095;4;48;1;1;1;2;0;6;1;2;2.5;0;1;0;1;0.537844777;0.289277017;0;0;0;1
218;1;19825;8123.009766;120;35.70999908;658.289978;0.333436757;4000;571.4285889;2.180000067;3;39;1;8;1;2;1;7;3;2;7;1;0;0;1;0.359284908;0.129085645;0;0;0;1
219;1;13000;3860.02002;120;250;250.0099945;0.798246503;800;200;2.5;7;48;1;1;1;6;1;5;3;1.5;4;1;0;1;1;0.422306001;0.178342357;0;0;0;1
220;1;7800;2964.01001;140;237;790.0100098;1.119765162;1200;600;3;6;42;1;7;1;5;0;7;11;2;2;0;0;0;1;0.445413798;0.198393449;0;0;0;1
221;1;18525;3812.51001;150;30;395.5599976;1.048756123;1230;273.3333435;3.170000076;4;46;1;8;1;16;0;9;2;7;4.5;1;0;0;0;0;0;0;0;0;1
222;0;10050;4395.029785;145;250;600.0100098;0.673487306;1800;600;2.5;6;39;0;7;0;18;0;3;5;2;3;0;0;0;0;0;0;0;0;0;1
223;0;3575;3168.030029;160;252;1200.02002;0.377306998;1800;1200;1.830000043;5;40;0;7;0;18;0;5;1;3;1.5;0;0;0;1;0.788178921;0.621226013;0;0;0;1
224;0;2970;2235.030029;170;220;600.0200195;0.545848012;900;600;1.5;5;38;0;8;0;18;0;2;5;2;1.5;0;0;0;1;0.882683694;0.779130518;0;0;0;1
225;0;9000;6225.029785;130;250;1200.01001;0.388217151;3600;1200;2.5;7;72;0;8;0;4;1;4;1;1;3;0;0;0;1;0.549571216;0.302028507;0;0;1;0
226;0;2925;2600.02002;150;150;600.0100098;0.372110605;900;450;1.129999995;0;51;0;5;0;8;0;1;2;6;2;0;0;0;1;0.903591573;0.816477716;1;0;0;0
227;1;22750;6800;130;100;260;0.408272058;900;112.5;2.190000057;9;45;1;2;1;3;1;8;1;1;8;1;1;0;1;0.250156999;0.062578522;1;0;0;0
228;1;7140;2180.02002;120;100;550.0100098;1.454112887;800;400;2.549999952;8;35;1;2;1;2;0;3;2;2;2;0;0;0;1;0.470495492;0.221366003;1;0;0;0
229;1;1320;467.5400085;155;100;200.0800018;2.994053841;100.0100021;200.0200043;2.200000048;10;40;1;2;1;7;1;1;3;2;0.5;0;0;0;1;0.934738874;0.873736739;1;0;0;0
230;1;5880;3220.01001;150;100;905.0100098;0.710399985;1500;750;2.450000048;3;27;0;2;0;3;1;2;4;2;2;1;1;1;1;0.750821412;0.563732803;1;0;0;0
231;1;8400;2640.01001;140;350;565.0100098;1.398667097;1050;525;3;5;62;1;2;1;3;0;4;6;2;2;0;1;1;1;0.501642823;0.251645535;1;0;0;0
232;1;29900;23362.00977;140;200;1171.829956;0.100780323;12912;1076;1.919999957;10;50;1;2;1;3;1;5;1;12.5;12;1;1;0;0;0;0;1;0;0;0
233;1;10400;4210.02002;130;120;1120.01001;0.85662204;2500;1000;3.200000048;5;42;1;2;1;0;1;4;2;2.25;2.5;0;0;0;1;0.559275985;0.312789619;1;0;0;0
234;1;5005;4850.02002;155;250;1650.01001;0.299482256;3200;1600;1.929999948;8;34;1;2;1;0;1;2;9;5;2;1;0;1;1;0.78790158;0.620788872;1;0;0;0
235;0;1500;1210.02002;145;110;540.0200195;0.504107356;440;440;1.5;4;25;0;2;0;7;0;1;1;4;1;0;0;0;1;0.888759613;0.789893627;1;0;0;0
236;0;15000;12350.01953;140;35;583;0.114048399;4950;495;1.5;2;88;0;2;0;7;0;7;8;20;10;0;0;0;1;0.258397013;0.066769019;1;0;0;0
237;1;4290;1605.01001;130;250;720.0100098;1.866025686;600;600;3.299999952;9;45;1;2;1;2;1;4;1;4;1;1;1;0;1;0.80915159;0.654726267;0;0;1;0
238;1;6720;2040.02002;140;175;175.0099945;1.473022342;200;100;2.799999952;6;56;1;2;1;1;1;4;2;30;2;0;1;0;1;0.750821412;0.563732803;1;0;0;0
239;1;27600;5660;160;90;572;0.946219087;2000;400;3.450000048;2;31;1;2;1;2;0;5;2;3;5;0;1;0;0;0;0;0;0;1;0
240;0;14950;12390.01953;130;41.66999817;1458.339966;0.177562132;8250;1375;1.919999957;0;45;0;2;0;8;0;3;9;9;6;0;0;0;1;0.445651799;0.198605523;1;0;0;0
241;1;14300;7560.02002;160;250;1070.01001;0.421294868;3680;920;2.75;8;40;1;2;1;6;0;3;10;10;4;1;1;0;1;0.0457583;0.002093822;0;0;1;0
242;1;9750;3380.01001;155;250;755.0100098;1.23816061;1240;620;3.75;6;54;1;2;1;0;1;4;5;20;2;1;1;1;1;0.517957985;0.268280476;1;0;0;0
243;1;4680;2590.02002;150;250;1780.02002;0.926626027;1600;1600;3.599999905;6;52;1;2;1;1;1;3;14;2;1;0;1;0;1;0.845746577;0.715287268;1;0;0;0
244;1;9230;2512.51001;140;250;555.0100098;1.647503972;920;460;3.549999952;8;39;0;1;1;3;0;3;8;1;2;1;1;0;1;0.664043784;0.440954149;0;0;1;0
245;1;6500;3370.01001;140;200;870.0100098;0.761123896;1500;750;2.5;8;80;1;5;1;2;1;1;5;3;2;1;0;0;1;0.785759211;0.617417514;1;0;0;0
246;1;7800;3810.01001;145;150;1055.01001;0.816925704;1960;980;3;9;49;1;2;0;1;0;4;3;0.5;2;0;1;0;1;0.710774779;0.505200803;1;0;0;0
247;0;4550;3570.02002;165;200;940.0100098;0.434169829;1770;885;1.75;5;68;0;2;0;7;0;3;5;8;2;0;1;0;1;0.850031376;0.722553313;1;0;0;0
248;1;6175;2270.02002;150;250;300.0100098;1.177300215;400;200;2.380000114;7;60;1;2;1;2;1;2;1;20;2;1;1;0;1;0.738320112;0.545116603;1;0;0;0
249;0;22360;16040.01953;140;100;1044;0.131334007;9240;924;1.720000029;6;38;0;5;0;7;0;4;2;20;10;0;0;0;0;0;0;1;0;0;0
250;1;5460;3575.01001;140;300;912.5100098;0.556290746;1600;800;2.099999905;7;55;1;6;1;5;1;5;4;15;2;1;1;0;1;0.730056524;0.532982528;1;0;0;0
251;0;1300;1085.030029;130;250;200.0299988;0.479221731;200;200;1.299999952;0;32;0;6;0;8;0;1;5;20;1;0;0;0;1;0.903591573;0.816477716;1;0;0;0
252;0;6030;3450.02002;155;25;337.5100098;0.397641927;950;237.5;1.129999995;4;32;0;6;0;8;0;3;2;12;4;0;0;0;1;0.552813411;0.30560267;1;0;0;0
253;0;600;322.5299988;145;166.6699982;333.4299927;-1.551276684;100;333.333313;2;3;51;0;6;0;8;0;2;4;1;0.300000012;0;0;0;1;0.955503821;0.91298753;1;0;0;0
254;0;1625;1080.030029;140;250;210.0299988;0.800875843;210;210;1.25;4;44;0;6;1;8;0;5;2;17;1;0;0;0;1;0.903591573;0.816477716;1;0;0;0
255;0;3900;3615.02002;130;250;450.0100098;0.276622713;1200;400;1;2;51;0;6;1;8;0;4;13;2;3;0;0;0;1;0.871455491;0.7594347;1;0;0;0
256;0;20800;17375.01953;145;200;483.3299866;0.076572269;6500;433.3333435;1.070000052;2;33;1;6;0;8;1;3;2;4;15;0;0;0;1;0.118551999;0.014054577;1;0;0;0
257;0;22750;18780.51953;140;200;875.039978;0.095289171;10500;875;1.460000038;6;61;0;6;0;3;0;2;1;4;12;0;0;0;1;0.035916101;0.001289966;1;0;0;0
258;0;21775;20940.01953;130;220;1075;0.080786295;12150;1012.5;1.399999976;0;76;0;6;0;3;0;5;2;8;12;0;0;0;1;0.192579702;0.037086941;1;0;0;0
259;0;750;345.0400085;120;120;100.0800018;1.912357807;50.00999832;100.0199966;1.5;6;40;0;6;0;3;0;1;8;2;0.5;1;0;0;1;0.975279927;0.951170921;1;0;0;0
260;0;5070;1890.030029;160;120;265.019989;1.173256516;530;265;1.950000048;6;45;0;6;0;3;0;4;11;1;2;0;0;0;1;0.83289212;0.693709254;1;0;0;0
261;1;10075;2558.51001;130;250;84.5;1.241890788;0.02;0.006666666;2.579999924;7;40;1;6;1;2;1;5;8;5;3;0;1;0;1;0.633287311;0.401052833;0;0;1;0
262;1;3575;2690.02002;120;250;973.3499756;0.513416231;1260;840;1.830000043;5;31;1;6;1;0;1;3;15;2;1.5;1;0;0;1;0.745814681;0.556239545;0;0;0;1
263;0;6500;3519.02002;100;220;443.0100098;0.530165613;1029;343;1.669999957;0;43;0;6;0;3;0;4;8;1;3;0;0;0;1;0.724547386;0.524968922;1;0;0;0
264;1;2080;1860.030029;150;250;420.019989;0.415756732;630;420;1.070000052;0;42;1;6;1;1;1;1;9;10;1.5;1;1;0;1;0.881029606;0.776213169;0;0;1;0
265;0;3185;1435.02002;200;100;735.0200195;1.463380218;600;600;2.450000048;0;68;0;2;0;3;0;1;8;5.5;1;0;0;0;1;0.865028322;0.748273969;1;0;0;0
266;0;1950;1080.030029;155;100;400.0299988;1.111052394;400;400;1.5;5;35;0;6;0;12;0;2;4;2;1;0;0;0;1;0.884309888;0.782003999;1;0;0;0
267;0;2470;1305.030029;145;120;610.0300293;1.134050488;610;610;1.899999976;0;46;0;6;0;12;0;2;5;4;1;0;0;0;1;0.816824079;0.667201579;1;0;0;0
268;1;3250;1110.030029;140;150;400.0299988;2.216129303;400;400;2.5;7;42;1;6;1;8;1;9;5;0;1;1;1;0;1;0.879489481;0.773501754;1;0;0;0
269;0;6175;3275.030029;130;200;257.1499939;0.482375473;900;257.1428528;1.360000014;4;26;0;2;0;12;0;4;4;50;3.5;0;0;0;1;0.542060196;0.293829262;1;0;0;0
270;0;21125;16325.03027;180;200;333.3399963;0.083191924;5000;333.3333435;1.080000043;6;48;0;6;0;12;0;7;3;6;15;0;0;0;0;0;0;1;0;0;0
271;1;20150;14075.01953;140;200;682.5;0.135328412;6600;660;1.549999952;4;32;1;6;1;8;1;4;1;56;10;1;0;1;0;0;0;1;0;0;0
272;1;40300;17440.01953;130;200;592.8599854;0.161100253;8000;571.4285889;2.210000038;6;38;1;6;1;3;1;5;1;2;14;1;0;0;0;0;0;1;0;0;0
273;1;11050;3765.030029;120;250;285.7200012;0.779677331;1000;285.7142944;2.430000067;7;35;1;6;1;8;1;4;2;2;3.5;0;0;0;1;0.45368579;0.205830798;1;0;0;0
274;0;21450;18550.0293;160;200;466.6700134;0.073830359;7000;466.6666565;1.100000024;4;24;0;2;0;12;0;5;3;2;15;0;0;0;0;0;0;1;0;0;0
275;0;12740;9160.030273;130;200;200;0.132357642;2000;200;0.980000019;5;54;0;6;1;12;0;7;1;2;10;0;0;0;1;0.580088019;0.336502105;1;0;0;0
276;0;5655;2640.02002;120;200;540.0100098;0.874044538;1000;500;2.180000067;3;29;0;6;0;12;0;2;8;15;2;0;0;0;1;0.760356307;0.578141689;1;0;0;0
277;0;2210;1790.02002;140;60;225.0099945;0.453902751;400;200;0.850000024;0;30;0;6;0;12;0;3;9;11;2;0;0;0;1;0.906346083;0.821463227;1;0;0;0
278;0;5005;2340.030029;150;250;300.019989;0.887804866;600;300;1.929999948;4;67;0;6;0;12;0;1;4;9.5;2;0;0;0;1;0.814413786;0.663269818;1;0;0;0
279;1;20150;5260.009766;115;250;555;0.908030629;1660;415;3.880000114;1;49;1;6;1;7;1;5;1;14;4;1;1;0;0;0;0;0;0;1;0
280;1;22425;6130.02002;150;250;720.0100098;0.864291251;2480;620;4.309999943;8;67;1;6;1;8;1;4;2;14;4;1;1;0;1;0.168477699;0.028384736;1;0;0;0
281;1;4225;1500.02002;140;250;550.0200195;2.016626358;400;400;3.25;6;42;1;6;1;3;1;2;1;1;1;1;1;0;1;0.843336284;0.711216092;1;0;0;0
282;1;7800;2220.01001;140;280;270.0100098;1.578819513;300;150;3;5;29;1;6;1;3;0;1;5;6;2;1;0;0;1;0.537239671;0.288626462;1;0;0;0
283;1;7735;1970.02002;120;100;375.0100098;1.78170526;500;250;2.980000019;5;46;1;6;1;3;0;2;4;8;2;1;1;0;1;0.672211528;0.451868325;1;0;0;0
284;1;3575;1940.02002;120;100;1260.02002;0.997402072;1080;1080;2.75;6;49;1;6;0;4;1;5;5;12;1;1;1;1;1;0.823251307;0.67774272;1;0;0;0
285;1;6695;2460.02002;150;140;1000.01001;1.451205015;1300;866.666687;3.430000067;7;37;1;6;1;0;1;3;3;6;1.5;1;0;0;1;0.668997884;0.447558165;1;0;0;0
286;1;11875;1867.52002;140;193.3300018;533.3499756;3.903569221;550;366.6666565;4.170000076;3;38;1;6;1;0;0;6;1;7;1.5;1;0;0;0;0;0;1;0;0;0
287;1;5590;1065.030029;140;100;330.0299988;4.544445038;300.0100098;300.0100098;4.300000191;1;30;1;6;1;1;1;2;6;8;1;0;1;0;1;0.592529893;0.351091683;0;1;0;0
288;0;2470;1030;130;140;50;1.335488677;0.02;0.013333333;1.269999981;0;34;0;6;0;3;0;2;4;3;1.5;0;0;0;1;0.895327985;0.801612198;1;0;0;0
289;0;7800;2405;155;200;50;1.016400576;0.02;0.006666666;2;4;32;0;6;0;3;0;8;7;5;3;0;0;0;1;0.669457018;0.448172688;1;0;0;0
290;0;11375;6900.52002;145;200;615.0999756;0.298815161;3075;615;1.75;1;36;1;6;0;3;1;1;1;5;5;0;0;0;1;0.517957985;0.268280476;1;0;0;0
291;0;5148;2170.030029;140;250;265.019989;1.009889245;530;265;1.950000048;3;36;0;6;0;3;0;6;5;3;2;0;0;0;1;0.809111416;0.654661298;1;0;0;0
292;1;10400;2715.02002;130;200;150.0099945;1.203181982;0.02;0.006666666;2.670000076;8;40;1;6;1;2;1;4;2;5;3;1;1;1;1;0.657214582;0.431931019;1;0;0;0
293;1;5200;1757.52002;145;250;366.6799927;1.643725157;450;300;2.670000076;0;54;1;6;1;3;1;2;7;6;1.5;0;0;0;1;0.779637992;0.607835412;1;0;0;0
294;1;8710;1890.01001;140;100;410.0100098;2.136229515;600;300;3.25;6;38;1;6;1;5;1;6;8;2;2;1;1;0;1;0.259288788;0.067230679;0;1;0;0
295;1;3575;1100.030029;130;150;400.0299988;2.522631168;400;400;2.75;5;46;1;5;1;3;0;1;5;3;1;1;1;0;1;0.867438495;0.752449572;1;0;0;0
296;1;9425;3447.52002;120;220;235.7200012;0.725572526;700;200;2.069999933;9;31;1;2;1;0;1;4;10;2;3.5;0;1;0;1;0.068052202;0.004631102;1;0;0;0
297;1;3250;2035.02002;160;220;483.3500061;0.725077271;500;333.3333435;1.669999957;2;55;1;5;1;2;1;1;5;3.5;1.5;1;1;1;1;0.839319289;0.704456866;1;0;0;0
298;0;6825;3285.02002;130;220;295.0100098;0.614911556;750;250;1.75;9;43;0;5;0;8;0;2;1;4;3;0;0;0;1;0.325141311;0.105716869;1;0;0;0
299;0;5780;3275.030029;120;250;520.0100098;0.582588911;1300;520;1.700000048;8;36;0;2;0;8;0;2;1;0;2.5;0;0;0;1;0.657082796;0.431757808;1;0;0;0
300;1;6204;1940;150;300;50;1.431443334;0.02;0.01;2.349999905;3;25;1;5;1;6;1;5;4;2;2;1;0;0;1;0.693273008;0.480627477;1;0;0;0
301;0;2340;1150.030029;140;100;500.0299988;1.286896825;500;500;1.799999952;5;32;0;2;0;3;0;2;1;4;1;0;0;0;1;0.861171901;0.741617024;1;0;0;0
302;1;3536;1010.030029;140;250;220.0299988;2.797906876;220;220;2.599999905;13;58;0;5;1;0;0;3;4;1;1;0;1;0;1;0.850153804;0.722761512;1;0;0;0
303;1;8050;3625.02002;130;250;206.2599945;0.513358533;750;187.5;1.440000057;6;63;1;5;1;1;1;3;1;2;4;0;1;0;1;0.65886271;0.434100062;1;0;0;0
304;0;5610;4330.029785;155;250;1340.02002;0.435329556;2680;1340;2.130000114;8;38;0;5;0;7;0;3;3;1;2;0;0;0;1;0.762263298;0.58104533;1;0;0;0
305;0;21780;13200.03027;145;200;833.3400269;0.173512489;7500;833.333313;1.830000043;8;36;0;5;0;7;0;4;1;20.5;9;0;0;0;0;0;0;1;0;0;0
306;1;5040;2475;140;200;930;0.999326587;1120;746.666687;2.799999952;10;49;1;5;1;4;1;5;5;1;1.5;1;1;0;1;0.775786519;0.601844728;0;0;1;0
307;1;24700;6570.009766;130;37.5;331.25;0.45983094;1550;193.75;2.380000114;8;53;1;5;1;1;1;4;1;2.5;8;1;1;0;0;0;0;1;0;0;0
308;1;42160;15725.00977;145;100;500;0.17562966;6000;400;2.069999933;13;48;1;5;1;6;0;7;1;3;15;0;1;0;0;0;0;1;0;0;0
